researcher,follows,follows_display_name
maxhodak_,andrewmccalip,Andrew McCalip
maxhodak_,watanabemasata,渡辺正峰/Masataka Watanabe
maxhodak_,polygonflow,Polygonflow Dash
maxhodak_,JoinEdgeCity,Edge City
maxhodak_,MCapogrosso,Marco Capogrosso
maxhodak_,pdhsu,Patrick Hsu
maxhodak_,shervin,Shervin
goodside,EMostaque,Emad
goodside,alexandr_wang,Alexandr Wang
goodside,DrJimFan,Jim Fan
goodside,ESYudkowsky,Eliezer Yudkowsky 
goodside,mathemagic1an,Jay Hack
goodside,natfriedman,Nat Friedman
goodside,danielgross,Daniel Gross
goodside,GuyP,Guy Parsons
goodside,yacineMTB,kache
goodside,nearcyan,near
goodside,arankomatsuzaki,Aran Komatsuzaki
goodside,woj_zaremba,Wojciech Zaremba
goodside,nickcammarata,Nick
goodside,typedfemale,typedfemale
goodside,sharifshameem,Sharif Shameem
goodside,thesephist,Linus
goodside,RichardMCNgo,Richard Ngo
goodside,goth600,@goth
goodside,AnthropicAI,Anthropic
goodside,danshipper,Dan Shipper 
goodside,brunellaism,Brunella
goodside,anirudhg9119,Anirudh Goyal
goodside,nidmarti,Aditya Nidmarti
goodside,drfeifei,Fei-Fei Li
goodside,JeffDean,Jeff Dean
goodside,awesome_visuals,awesome_visuals
goodside,testingham,tom cunningham
goodside,kieranklaassen,Kieran Klaassen
goodside,raphaelschaad,Raphael Schaad
goodside,paulbettner,WildPaul - BEAST MODE
goodside,docmilanfar,Peyman Milanfar
goodside,JasonSilva,Jason Silva
goodside,kevinleestone,Kevin Stone
goodside,dileeplearning,Dileep George
goodside,grutzik_petra,Petra Grutzik
goodside,antigravity,Google Antigravity
goodside,kevinhou22,Kevin Hou
goodside,sashadoubov,Sasha Doubov
goodside,ai_for_success,AshutoshShrivastava
goodside,grx_xce,Grace Li
michael_nielsen,preskill,John Preskill
michael_nielsen,Meaningness,David Chapman
michael_nielsen,jasoncrawford,Jason Crawford
michael_nielsen,andy_matuschak,Andy Matuschak
michael_nielsen,ericjang11,Eric Jang
michael_nielsen,anderssandberg,Anders Sandberg
michael_nielsen,AndreasAtETH,Andreas Wallraff
michael_nielsen,nabeelqu,Nabeel S. Qureshi
michael_nielsen,AnthropicAI,Anthropic
michael_nielsen,KelseyTuoc,Kelsey Piper
michael_nielsen,Miles_Brundage,Miles Brundage
michael_nielsen,Malcolm_Ocean,Malcolm Ocean 
michael_nielsen,robbensinger,Rob Bensinger 
michael_nielsen,jackclarkSF,Jack Clark
michael_nielsen,devonzuegel,Devon 
michael_nielsen,m_ashcroft,Michael Ashcroft
michael_nielsen,JeffLadish,Jeffrey Ladish
michael_nielsen,DRMacIver,David R. MacIver
michael_nielsen,ilex_ulmus,Holly 
michael_nielsen,quocleix,Quoc Le
michael_nielsen,abshkbh,Abhishek Bhardwaj
michael_nielsen,OriolVinyalsML,Oriol Vinyals
michael_nielsen,dll1101,DL Leung
michael_nielsen,protomneme,em
michael_nielsen,postnatural,PostNatural History
michael_nielsen,donswriting,Don Watkins
michael_nielsen,fleetingbits,FleetingBits
michael_nielsen,SoHaZadeh,SoHa Zadeh
michael_nielsen,scottdomes_dev,Scott Domes
michael_nielsen,RoeiSchuster,Roei Schuster
michael_nielsen,joliegans,Jolie
michael_nielsen,Mononofu,Julian Schrittwieser
michael_nielsen,jn_ahuja,Janvi Ahuja
michael_nielsen,samcjordan_,Sam Jordan
michael_nielsen,ForssSofia,sofia forss
michael_nielsen,DefenseAnalyses,Defense Analyses and Research Corporation
michael_nielsen,parconley,Parker Conley
michael_nielsen,eurydicelives,eurydice
michael_nielsen,NinaPanickssery,Nina
ArtirKel,michael_nielsen,Michael Nielsen
ArtirKel,alexeyguzey,Alexey Guzey
ArtirKel,nickcammarata,Nick
ArtirKel,RichardMCNgo,Richard Ngo
ArtirKel,algekalipso,"Captain Pleasure, Andrés Gómez Emilsson"
ArtirKel,typedfemale,typedfemale
ArtirKel,Meaningness,David Chapman
ArtirKel,jasoncrawford,Jason Crawford
ArtirKel,ad0rnai,carl
ArtirKel,ByrneHobart,Byrne Hobart
ArtirKel,NathanpmYoung,Nathan 
ArtirKel,nabeelqu,Nabeel S. Qureshi
ArtirKel,elidourado,Eli Dourado
ArtirKel,myhandle,Jakeup
ArtirKel,RuxandraTeslo,Ruxandra Teslo 
ArtirKel,atroyn,anton 
ArtirKel,nwilliams030,nicole ruiz
ArtirKel,mkaeberlein,Matt Kaeberlein
ArtirKel,TylerAlterman,Tyler Alterman is in monkmode (but still tweeting)
ArtirKel,Ben_Reinhardt,Ben Reinhardt
ArtirKel,EndeavoringIvy,Ivy
ArtirKel,antifraudco,The Antifraud Company
ArtirKel,huggingface,Hugging Face
ArtirKel,bcherny,Boris Cherny
ArtirKel,jamesproud,James Proud
ArtirKel,LydNot,Lydia (in SF)
ArtirKel,Julian_Ganymede,Julian Ganymede
ArtirKel,joincolossus,Colossus
ArtirKel,OliviaHelenS,Olivia H. Scharfman
ArtirKel,ellenhuet,Ellen Huet
ArtirKel,lydialaurenson,Lydia Laurenson
ArtirKel,lauramnicolae,Laura Nicolae
ArtirKel,archanaahlawat,Archana Ahlawat
ArtirKel,zencephalon,zen eth/acc
ArtirKel,bavardier,Margarit
ArtirKel,kate_rouch,Kate Rouch 
ArtirKel,itsclivetime,Clive Chan
ArtirKel,yellieyana,Eliana
ArtirKel,iwsfutcmd,iwsfutcmd
ArtirKel,lyreseas,lyra
sama,paulg,Paul Graham
sama,amasad,Amjad Masad
sama,Austen,Austen Allred
sama,levie,Aaron Levie
sama,Suhail,Suhail
sama,garrytan,Garry Tan
sama,alexandr_wang,Alexandr Wang
sama,Plinz,Joscha Bach
sama,EMostaque,Emad
sama,ESYudkowsky,Eliezer Yudkowsky 
sama,HarryStebbings,Harry Stebbings
sama,bchesky,Brian Chesky
sama,DavidDeutschOxf,David Deutsch
sama,natfriedman,Nat Friedman
sama,patrickc,Patrick Collison
sama,0interestrates,rahul
sama,rrhoover,Ryan Hoover
sama,danielgross,Daniel Gross
sama,nickcammarata,Nick
sama,miramurati,Mira Murati
sama,ChristinaHartW,Christina Wadsworth Kaplan
sama,BoyuanChen0,Boyuan Chen
sama,ah20im,Ahmed
sama,BleacherReport,Bleacher Report
sama,stephenasmith,Stephen A Smith
sama,TuckerCarlson,Tucker Carlson
sama,santa_kaus,Kaustubh Prabhakar
sama,atootoon,Amin Tootoonchian
sama,tim_zaman,Tim Zaman
sama,DeryaTR_,"Derya Unutmaz, MD"
sama,khoomeik,Rohan Pandey
sama,gauravkapadia,Gaurav Kapadia
sama,SusanDReynolds,Susan Dyer Reynolds
sama,eliza_luth,Lu Liu
sama,kenjihata,Kenji Hata
sama,clu_cheng,Cheng Lu
sama,athyuttamre,Atty Eleti
sama,flowersslop,Flowers ☾
sama,BLCNYY,BLCNYY
sama,MikhailPavlov5,Mikhail Pavlov
sama,ColinWei11,Colin Wei
sama,kaicathyc,Kai
sama,Laurentia___,Laurentia Romaniuk
